1243222022 0 0 0 0 0 0 0 0 0 1 0 0 0
1243227383 1 0 0 0 0 0 0 0 0 1 0 0 0
1243229315 2 0 0 0 0 0 0 0 0 1 0 0 0
1243230238 3 0 0 0 0 0 0 0 0 1 0 0 0
1243316219 4 0 0 0 0 0 0 0 0 1 0 0 0
1243583906 5 0 0 0 0 0 0 0 0 1 0 0 0
1243665612 6 0 0 0 0 0 0 0 0 1 0 0 0
1243931869 7 0 0 0 0 0 0 0 0 1 0 0 0
1243996615 8 0 0 0 0 0 0 0 0 1 0 0 0
1244011077 9 0 0 0 0 0 0 0 0 1 0 0 0
1244141982 10 0 0 0 0 0 0 0 0 1 0 0 0
1244192047 11 0 0 0 0 0 0 0 0 1 0 0 0
1244308174 12 0 0 0 0 0 0 0 0 1 0 0 0
1244309007 13 0 0 0 0 0 0 0 0 1 0 0 0
1244410312 14 0 0 0 0 0 0 0 0 1 0 0 0
1244681286 15 0 0 0 0 0 0 0 0 1 0 0 0
1244681729 16 0 0 0 0 0 0 0 0 1 0 0 0
1245048139 17 0 0 0 0 0 0 0 0 1 0 0 0
1247087608 18 0 0 0 0 0 0 0 0 1 0 0 0
1247117496 19 0 0 0 0 0 0 0 0 1 0 0 0
1247379096 20 0 0 0 0 0 0 0 0 1 0 0 0
1247599034 21 0 0 0 0 0 0 0 0 1 0 0 0
1247901376 22 0 0 0 0 0 0 0 0 1 0 0 0
1247932283 22 0 0 0 0 0 0 0 0 1 0 0 1
1247990988 23 0 0 0 0 0 0 0 0 1 0 0 1
1248026051 24 0 0 0 0 0 0 0 0 1 0 0 1
1248145002 25 0 0 0 0 0 0 0 0 1 0 0 1
1248146428 26 0 0 0 0 0 0 0 0 1 0 0 1
1248148811 27 0 0 0 0 0 0 0 0 1 0 0 1
1248175123 28 0 0 0 0 0 0 0 0 1 0 0 1
1248291680 29 0 0 0 0 0 0 0 0 1 0 0 1
1248937787 30 0 0 0 0 0 0 0 0 1 0 0 1
1249325031 31 0 0 0 0 0 0 0 0 1 0 0 1
1249714961 32 0 0 0 0 0 0 0 0 1 0 0 1
1250554069 33 0 0 0 0 0 0 0 0 1 0 0 1
1251009885 34 0 0 0 0 0 0 0 0 1 0 0 1
1251512633 35 0 0 0 0 0 0 0 0 1 0 0 1
1252300902 36 0 0 0 0 0 0 0 0 1 0 0 1
1253697049 37 0 0 0 0 0 0 0 0 1 0 0 1
1254041441 38 0 0 0 0 0 0 0 0 1 0 0 1
1254120981 39 0 0 0 0 0 0 0 0 1 0 0 1
1255749558 40 0 0 0 0 0 0 0 0 1 0 0 1
1256180592 41 0 0 0 0 0 0 0 0 1 0 0 1
1257738718 42 0 0 0 0 0 0 0 0 1 0 0 1
1259554377 43 0 0 0 0 0 0 0 0 1 0 0 1
1265593627 44 0 0 0 0 0 0 0 0 1 0 0 1
1266195694 45 0 0 0 0 0 0 0 0 1 0 0 1
1267325304 46 0 0 0 0 0 0 0 0 1 0 0 1
1268026719 47 0 0 0 0 0 0 0 0 1 0 0 1
1268149749 48 0 0 0 0 0 0 0 0 1 0 0 1
1270569086 49 0 0 0 0 0 0 0 0 1 0 0 1
1270743914 50 0 0 0 0 0 0 0 0 1 0 0 1
1270827707 51 0 0 0 0 0 0 0 0 1 0 0 1
1270948660 52 0 0 0 0 0 0 0 0 1 0 0 1
1272230126 53 0 0 0 0 0 0 0 0 1 0 0 1
1272639451 54 0 0 0 0 0 0 0 0 1 0 0 1
1272639675 55 0 0 0 0 0 0 0 0 1 0 0 1
1273249549 56 0 0 0 0 0 0 0 0 1 0 0 1
1273676298 57 0 0 0 0 0 0 0 0 1 0 0 1
1273679685 58 0 0 0 0 0 0 0 0 1 0 0 1
1274285054 59 0 0 0 0 0 0 0 0 1 0 0 1
1274372806 60 0 0 0 0 0 0 0 0 1 0 0 1
1275345667 61 0 0 0 0 0 0 0 0 1 0 0 1
1275668998 62 0 0 0 0 0 0 0 0 1 0 0 1
1275771116 63 0 0 0 0 0 0 0 0 1 0 0 1
1275773681 64 0 0 0 0 0 0 0 0 1 0 0 1
1275784314 65 0 0 0 0 0 0 0 0 1 0 0 1
1275790501 66 0 0 0 0 0 0 0 0 1 0 0 1
1275791914 67 0 0 0 0 0 0 0 0 1 0 0 1
1276014542 68 0 0 0 0 0 0 0 0 1 0 0 1
1276098408 69 0 0 0 0 0 0 0 0 1 0 0 1
1276099676 70 0 0 0 0 0 0 0 0 1 0 0 1
1276704901 71 0 0 0 0 0 0 0 0 1 0 0 1
1277396776 72 0 0 0 0 0 0 0 0 1 0 0 1
1277478270 73 0 0 0 0 0 0 0 0 1 0 0 1
1277589810 74 0 0 0 0 0 0 0 0 1 0 0 1
1277590252 75 0 0 0 0 0 0 0 0 1 0 0 1
1277591240 76 0 0 0 0 0 0 0 0 1 0 0 1
1277610835 77 0 0 0 0 0 0 0 0 1 0 0 1
1277611761 78 0 0 0 0 0 0 0 0 1 0 0 1
1277876405 79 0 0 0 0 0 0 0 0 1 0 0 1
1277912372 80 0 0 0 0 0 0 0 0 1 0 0 1
1277915084 81 0 0 0 0 0 0 0 0 1 0 0 1
1278084764 82 0 0 0 0 0 0 0 0 1 0 0 1
1278211502 83 0 0 0 0 0 0 0 0 1 0 0 1
1278211676 84 0 0 0 0 0 0 0 0 1 0 0 1
1278215845 85 0 0 0 0 0 0 0 0 1 0 0 1
1278292001 86 0 0 0 0 0 0 0 0 1 0 0 1
1278307211 87 0 0 0 0 0 0 0 0 1 0 0 1
1278378008 88 0 0 0 0 0 0 0 0 1 0 0 1
1278475770 89 0 0 0 0 0 0 0 0 1 0 0 1
1278476232 90 0 0 0 0 0 0 0 0 1 0 0 1
1278476465 91 0 0 0 0 0 0 0 0 1 0 0 1
1278515514 92 0 0 0 0 0 0 0 0 1 0 0 1
1278521094 93 0 0 0 0 0 0 0 0 1 0 0 1
1278521331 94 0 0 0 0 0 0 0 0 1 0 0 1
1278607258 95 0 0 0 0 0 0 0 0 1 0 0 1
1278690668 96 0 0 0 0 0 0 0 0 1 0 0 1
1278692191 97 0 0 0 0 0 0 0 0 1 0 0 1
1278693631 98 0 0 0 0 0 0 0 0 1 0 0 1
1278812298 99 0 0 0 0 0 0 0 0 1 0 0 1
1278816873 100 0 0 0 0 0 0 0 0 1 0 0 1
1279037834 101 0 0 0 0 0 0 0 0 1 0 0 1
1279038355 102 0 0 0 0 0 0 0 0 1 0 0 1
1279117905 103 0 0 0 0 0 0 0 0 1 0 0 1
1279118749 104 0 0 0 0 0 0 0 0 1 0 0 1
1279455980 105 0 0 0 0 0 0 0 0 1 0 0 1
1280506871 106 0 0 0 0 0 0 0 0 1 0 0 1
1280560775 107 0 0 0 0 0 0 0 0 1 0 0 1
1280561036 108 0 0 0 0 0 0 0 0 1 0 0 1
1280569300 109 0 0 0 0 0 0 0 0 1 0 0 1
1280610034 110 0 0 0 0 0 0 0 0 1 0 0 1
1280610091 111 0 0 0 0 0 0 0 0 1 0 0 1
1280706265 112 0 0 0 0 0 0 0 0 1 0 0 1
1280894004 113 0 0 0 0 0 0 0 0 1 0 0 1
1281024677 114 0 0 0 0 0 0 0 0 1 0 0 1
1281070129 115 0 0 0 0 0 0 0 0 1 0 0 1
1281218408 116 0 0 0 0 0 0 0 0 1 0 0 1
1281410663 117 0 0 0 0 0 0 0 0 1 0 0 1
1281453570 118 0 0 0 0 0 0 0 0 1 0 0 1
1282145091 119 0 0 0 0 0 0 0 0 1 0 0 1
1282145214 120 0 0 0 0 0 0 0 0 1 0 0 1
1282149816 121 0 0 0 0 0 0 0 0 1 0 0 1
1282233627 122 0 0 0 0 0 0 0 0 1 0 0 1
1282234333 123 0 0 0 0 0 0 0 0 1 0 0 1
1282235493 124 0 0 0 0 0 0 0 0 1 0 0 1
1282235955 125 0 0 0 0 0 0 0 0 1 0 0 1
1282314403 126 0 0 0 0 0 0 0 0 1 0 0 1
1282318598 127 0 0 0 0 0 0 0 0 1 0 0 1
1282423127 128 0 0 0 0 0 0 0 0 1 0 0 1
1282423229 129 0 0 0 0 0 0 0 0 1 0 0 1
1282525981 130 0 0 0 0 0 0 0 0 1 0 0 1
1282668582 131 0 0 0 0 0 0 0 0 1 0 0 1
1282702150 132 0 0 0 0 0 0 0 0 1 0 0 1
1282706100 133 0 0 0 0 0 0 0 0 1 0 0 1
1282711645 134 0 0 0 0 0 0 0 0 1 0 0 1
1282713818 135 0 0 0 0 0 0 0 0 1 0 0 1
1282714969 136 0 0 0 0 0 0 0 0 1 0 0 1
1282837042 137 0 0 0 0 0 0 0 0 1 0 0 1
1282887125 138 0 0 0 0 0 0 0 0 1 0 0 1
1282926797 139 0 0 0 0 0 0 0 0 1 0 0 1
1283028248 140 0 0 0 0 0 0 0 0 1 0 0 1
1283185744 141 0 0 0 0 0 0 0 0 1 0 0 1
