1505492225 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
1505506460 0 0 2 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
1505506477 0 0 3 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
1505506504 0 0 4 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
1505531983 0 0 5 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
1505532579 0 0 6 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
1505532841 0 0 7 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
1505532862 0 0 8 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
1505538722 0 1 8 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
1505539006 0 2 8 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
1505539039 0 3 8 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
1505539601 0 4 8 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
1505575977 0 5 8 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
1505853327 0 5 8 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0
1505853412 0 5 9 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0
1505855215 0 5 10 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0
1505855317 0 5 11 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0
1505855333 0 5 12 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0
1505855366 0 5 13 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0
1505855423 1 5 13 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0
1505855712 1 5 14 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0
1506041436 2 5 14 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0
1506041449 3 5 14 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0
1506042254 3 6 14 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0
1506109360 3 6 15 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0
1506110895 3 6 15 1 0 0 1 0 0 0 0 0 0 0 0 0 0 0
1506111075 3 6 16 1 0 0 1 0 0 0 0 0 0 0 0 0 0 0
1506454466 3 6 17 1 0 0 1 0 0 0 0 0 0 0 0 0 0 0
1506460719 3 7 17 1 0 0 1 0 0 0 0 0 0 0 0 0 0 0
1506460812 3 8 17 1 0 0 1 0 0 0 0 0 0 0 0 0 0 0
1506460852 3 9 17 1 0 0 1 0 0 0 0 0 0 0 0 0 0 0
1506718202 3 9 18 1 0 0 1 0 0 0 0 0 0 0 0 0 0 0
1506892237 3 9 18 1 0 0 2 0 0 0 0 0 0 0 0 0 0 0
1506892338 3 9 18 1 0 0 3 0 0 0 0 0 0 0 0 0 0 0
1506895502 3 9 18 1 0 0 4 0 0 0 0 0 0 0 0 0 0 0
