1505492225 0 0 2 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
1505506460 0 0 6 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
1505506477 0 0 7 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
1505506504 0 0 8 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
1505531983 0 0 16 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
1505532579 0 0 17 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
1505532841 0 0 25 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
1505532862 0 0 25 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
1505538722 0 1 25 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
1505539006 0 2 25 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
1505539039 0 2 25 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
1505539601 0 2 25 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
1505575977 0 23 25 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
1505853327 0 23 25 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0
1505853412 0 23 25 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0
1505855215 0 23 26 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0
1505855317 0 23 26 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0
1505855333 0 23 27 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0
1505855366 0 23 28 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0
1505855423 1 23 28 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0
1505855712 1 23 28 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0
1506041436 133 23 28 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0
1506041449 133 23 28 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0
1506042254 133 23 28 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0
1506109360 133 23 30 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0
1506110895 133 23 30 1 0 0 2 0 0 0 0 0 0 0 0 0 0 0
1506111075 133 23 30 1 0 0 2 0 0 0 0 0 0 0 0 0 0 0
1506454466 133 23 32 1 0 0 2 0 0 0 0 0 0 0 0 0 0 0
1506460719 133 24 32 1 0 0 2 0 0 0 0 0 0 0 0 0 0 0
1506460812 133 25 32 1 0 0 2 0 0 0 0 0 0 0 0 0 0 0
1506460852 133 25 32 1 0 0 2 0 0 0 0 0 0 0 0 0 0 0
1506718202 133 25 33 1 0 0 2 0 0 0 0 0 0 0 0 0 0 0
1506892237 133 25 33 1 0 0 2 0 0 0 0 0 0 0 0 0 0 0
1506892338 133 25 33 1 0 0 3 0 0 0 0 0 0 0 0 0 0 0
1506895502 133 25 33 1 0 0 51 0 0 0 0 0 0 0 0 0 0 0
1506895534 133 25 33 1 0 0 51 0 0 0 0 0 0 0 0 0 0 0
1507060948 133 25 33 1 0 0 51 0 0 0 0 0 0 0 0 0 0 0
1507062396 133 25 36 1 0 0 51 0 0 0 0 0 0 0 0 0 0 0
1507063231 133 25 37 1 0 0 51 0 0 0 0 0 0 0 0 0 0 0
1507063681 175 25 37 1 0 0 51 0 0 0 0 0 0 0 0 0 0 0
1507063823 175 97 37 1 0 0 51 0 0 0 0 0 0 0 0 0 0 0
1507065890 175 97 96 1 0 0 51 0 0 0 0 0 0 0 0 0 0 0
1507066031 175 97 96 1 0 0 51 0 0 0 0 0 0 0 0 0 0 0
1507071092 175 97 100 1 0 0 51 0 0 0 0 0 0 0 0 0 0 0
1507071280 175 97 102 1 0 0 51 0 0 0 0 0 0 0 0 0 0 0
1507072746 175 97 107 1 0 0 51 0 0 0 0 0 0 0 0 0 0 0
1507072917 175 97 108 1 0 0 51 0 0 0 0 0 0 0 0 0 0 0
1507072946 175 97 108 1 0 0 51 0 0 0 0 0 0 0 0 0 0 0
1507072972 175 97 108 1 0 0 51 0 0 0 0 0 0 0 0 0 0 0
1507073366 175 97 109 1 0 0 51 0 0 0 0 0 0 0 0 0 0 0
1507336587 175 97 109 1 0 0 51 0 0 0 0 0 0 0 0 0 0 0
1507336621 175 97 109 1 0 0 51 0 0 0 0 0 0 0 0 0 0 0
1507426825 175 97 111 1 0 0 51 0 0 0 0 0 0 0 0 0 0 0
1507495053 175 97 111 1 0 0 51 0 0 0 0 0 0 0 0 0 0 0
1507495183 175 97 111 1 0 0 51 0 0 0 0 0 0 0 0 0 0 0
1507496232 175 233 111 1 0 0 51 0 0 0 0 0 0 0 0 0 0 0
1507497269 175 450 111 1 0 0 51 0 0 0 0 0 0 0 0 0 0 0
1507497289 175 450 111 1 0 0 51 0 0 0 0 0 0 0 0 0 0 0
1507497378 176 450 111 1 0 0 51 0 0 0 0 0 0 0 0 0 0 0
1507497443 400 450 111 1 0 0 51 0 0 0 0 0 0 0 0 0 0 0
1507497913 401 450 111 1 0 0 51 0 0 0 0 0 0 0 0 0 0 0
1507498139 401 450 111 1 0 0 51 0 0 0 0 0 0 0 0 0 0 0
1507498521 401 450 111 1 0 0 51 0 0 0 0 0 0 0 0 0 0 0
1507498593 401 450 111 1 0 0 51 0 0 0 0 0 0 0 0 0 0 0
1507498603 401 450 111 1 0 0 51 0 0 0 0 0 0 0 0 0 0 0
