1472766985 1 0 0 0 0 0 0
1472767037 1 1 0 0 0 0 0
1472780418 2 1 0 0 0 0 0
1472780435 3 1 0 0 0 0 0
1472837209 4 1 0 0 0 0 0
1473175056 5 1 0 0 0 0 0
1473175163 6 1 0 0 0 0 0
1473183648 7 1 0 0 0 0 0
1473279180 8 1 0 0 0 0 0
1473532065 9 1 0 0 0 0 0
1473636178 10 1 0 0 0 0 0
1473798691 10 2 0 0 0 0 0
1473799192 10 3 0 0 0 0 0
1473879518 10 3 1 0 0 0 0
1473879840 10 3 2 0 0 0 0
1473880442 11 3 2 0 0 0 0
1473880516 11 3 2 0 0 1 0
1473880623 11 3 2 0 0 2 0
1473880846 11 3 3 0 0 2 0
1473989586 12 3 3 0 0 2 0
1473989634 13 3 3 0 0 2 0
1473989641 14 3 3 0 0 2 0
1474000285 15 3 3 0 0 2 0
1474000680 16 3 3 0 0 2 0
1474001616 17 3 3 0 0 2 0
1474049028 18 3 3 0 0 2 0
1474055146 19 3 3 0 0 2 0
1474055688 20 3 3 0 0 2 0
1474170280 21 3 3 0 0 2 0
1474246793 22 3 3 0 0 2 0
1474249103 23 3 3 0 0 2 0
1474342983 23 3 4 0 0 2 0
1474472717 23 4 4 0 0 2 0
1474472747 23 4 5 0 0 2 0
1474473179 23 4 6 0 0 2 0
1474473228 23 5 6 0 0 2 0
1474474278 23 5 7 0 0 2 0
1474474296 23 5 8 0 0 2 0
1474599613 23 6 8 0 0 2 0
1474600246 23 7 8 0 0 2 0
1474608610 23 8 8 0 0 2 0
1474613886 23 9 8 0 0 2 0
1474614181 23 10 8 0 0 2 0
1474614248 23 11 8 0 0 2 0
1474614369 23 12 8 0 0 2 0
1474639531 23 13 8 0 0 2 0
1474640048 23 14 8 0 0 2 0
1474640711 23 15 8 0 0 2 0
1474640858 23 16 8 0 0 2 0
1474640944 23 17 8 0 0 2 0
1474837001 23 17 9 0 0 2 0
1474837064 23 17 10 0 0 2 0
1474837550 23 17 11 0 0 2 0
1474837659 23 17 12 0 0 2 0
1474838057 23 17 13 0 0 2 0
1474840707 23 17 14 0 0 2 0
1474840987 23 17 15 0 0 2 0
1474841321 23 17 16 0 0 2 0
1474841341 23 17 17 0 0 2 0
1474841488 23 17 18 0 0 2 0
1474857078 23 18 18 0 0 2 0
1474857168 23 19 18 0 0 2 0
1474857205 23 20 18 0 0 2 0
1474913734 23 20 19 0 0 2 0
1474915774 23 20 20 0 0 2 0
1474918614 23 20 21 0 0 2 0
1474918678 23 20 22 0 0 2 0
1474996833 23 21 22 0 0 2 0
1474997190 23 22 22 0 0 2 0
1474997678 23 23 22 0 0 2 0
1474997771 23 24 22 0 0 2 0
1475007956 23 24 23 0 0 2 0
1475008024 23 24 24 0 0 2 0
1475009713 23 25 24 0 0 2 0
1475009739 23 26 24 0 0 2 0
1475009764 23 27 24 0 0 2 0
1475013897 23 28 24 0 0 2 0
1475028857 23 29 24 0 0 2 0
1475203528 23 30 24 0 0 2 0
1475294090 23 31 24 0 0 2 0
1475294122 23 33 24 0 0 2 0
1475295691 23 34 24 0 0 2 0
1475305458 23 35 24 0 0 2 0
1475305488 23 36 24 0 0 2 0
1475507706 23 37 24 0 0 2 0
1475680228 23 38 24 0 0 2 0
1475680293 23 39 24 0 0 2 0
1475680811 23 40 24 0 0 2 0
1475680943 23 41 24 0 0 2 0
1475680987 23 42 24 0 0 2 0
1475682247 23 43 24 0 0 2 0
1475682268 23 44 24 0 0 2 0
1475682282 23 45 24 0 0 2 0
1475682337 23 46 24 0 0 2 0
1475825411 24 46 24 0 0 2 0
1475825426 25 46 24 0 0 2 0
1475825822 26 46 24 0 0 2 0
1475864262 27 46 24 0 0 2 0
1475874079 28 46 24 0 0 2 0
1475874304 29 46 24 0 0 2 0
1475895776 29 47 24 0 0 2 0
1475895870 30 47 24 0 0 2 0
1475895878 31 47 24 0 0 2 0
1475970852 31 47 24 0 0 3 0
1475971793 32 47 24 0 0 3 0
1475972016 33 47 24 0 0 3 0
1475972971 33 47 24 0 0 4 0
1475973009 33 48 24 0 0 4 0
1475974375 33 48 25 0 0 4 0
1476068613 34 48 25 0 0 4 0
1476284698 35 48 25 0 0 4 0
1476585862 36 48 25 0 0 4 0
1476590216 37 48 25 0 0 4 0
1476595063 38 48 25 0 0 4 0
1476627716 39 48 25 0 0 4 0
1476714568 40 48 25 0 0 4 0
1476854160 41 48 25 0 0 4 0
1476900219 42 48 25 0 0 4 0
1476924345 43 48 25 0 0 4 0
1476934931 44 48 25 0 0 4 0
1477263444 45 48 25 0 0 4 0
1477355308 46 48 25 0 0 4 0
1477356079 47 48 25 0 0 4 0
1477356196 48 48 25 0 0 4 0
1477357665 49 48 25 0 0 4 0
1477357693 50 48 25 0 0 4 0
1477357746 50 49 25 0 0 4 0
1477367951 50 49 26 0 0 4 0
1477368914 50 49 27 0 0 4 0
1477374920 50 49 28 0 0 4 0
1477435686 51 49 28 0 0 4 0
1477617707 52 49 28 0 0 4 0
1477622287 53 49 28 0 0 4 0
1477701247 54 49 28 0 0 4 0
1477701529 55 49 28 0 0 4 0
1477701643 55 50 28 0 0 4 0
1477879962 56 50 28 0 0 4 0
1477923836 56 51 28 0 0 4 0
1477923896 56 52 28 0 0 4 0
1477962402 56 53 28 0 0 4 0
